county_code,establishment_id,inspection_id,inspection_date,establishment_name,street_address,city,zip,state_id,establishment_type,score,grade,inspector_id
5,,,12/13/2024,THE CLUBHOUSE/19TH HOLE BAR & GRILL,184 WEST LANDING DRIVE,JEFFERSON,28640,3005010253,1 - Restaurant,97.0,A,2448
7,,,12/20/2024,SPEEDY WOK 2,625 WASHINGTON SQUARE MALL WASHINGTON,,27889,6007010351,1 - Restaurant,96.5,A,2597
7,,,12/19/2024,HARDEES 1824,3514 US 17 SOUTH CHOCOWINITY,,27817,6007010058,1 - Restaurant,96.5,A,2597
7,,,12/19/2024,HUCKLE BURGER,821 WASHINGTON SQUARE MALL WASHINGTON,,27889,6007010316,1 - Restaurant,93.5,A,2277
7,,,12/19/2024,SOUTHSIDE BASKETBALL CONCESSION STAND,5700 HWY,33 E CHOCOWINITY,27817,6007143326,14 - Limited Food,99.0,A,2597
7,,,12/18/2024,EL NUEVO TEQUILA  MEXICAN RESTAURANT 2 INC,602 W 15TH STREET,WASHINGTON,27889,6007010486,1 - Restaurant,94.0,A,2597
7,,,12/16/2024,BOJANGLES 53,668 BRAGAW LANE,CHOCOWINITY,27817,6007010465,1 - Restaurant,96.0,A,2597
8,,,12/9/2024,DUCK THRU #32,101 W. MAIN STREET,COLERAIN,27924,6008010121,1 - Restaurant,98.5,A,1513
9,,,12/20/2024,SUBWAY #34572,14617 NC HWY 87 WEST,TARHEEL,28392,5009010428,1 - Restaurant,93.0,A,2002
9,,,12/18/2024,VINEYARD GOLF,4723 HWY,701 N ELIZABETHTOWN,28337,5009010350,1 - Restaurant,96.0,A,2002
9,,,12/16/2024,KELLY GENERAL STORE,18532 NC HWY,53E KELLY,28448,5009010321,1 - Restaurant,88.5,B,2002
9,,,12/16/2024,PIZZA HUT #2555,1405 W BROAD STREET,ELIZABETHTOWN,28337,5009010409,1 - Restaurant,95.5,A,2002
9,,,12/15/2024,GOLDEN RUN,1317 WEST GATE PL,AZA ELIZABETHTOWN,28337,5009010352,1 - Restaurant,93.5,A,3057
9,,,12/13/2024,U-STOP MARKET,14563 HWY,87 W TARHEEL,28392,5009020322,2 - Food Stands,93.0,A,2002
9,,,12/12/2024,FOOD PLUS,319  NORTH MAIN STREET,BLADENBORO,28320,5009010416,1 - Restaurant,93.0,A,2002
9,,,12/12/2024,HAPPY MART,2703  WEST BROAD STREET,ELIZABETHTOWN,28337,5009020335,2 - Food Stands,92.0,A,2002
9,,,12/11/2024,DOMINO'S #8995,1008 W BROAD ST,. ELIZABETHTOWN,28337,5009020319,2 - Food Stands,94.0,A,2002
10,,,12/30/2024,FAT ANDY'S BURGERS,4655 LONG BEACH ROAD,SOUTHPORT,28461,7010011015,1 - Restaurant,94.5,A,2078
10,,,12/30/2024,KOKO CABANA,705 OCEAN DR,OAK ISLAND,28465,7010011271,1 - Restaurant,96.0,A,2078
10,,,12/30/2024,SAN FELIPE #11,1673 N HOWE ST,SOUTHPORT,28461,7010011096,1 - Restaurant,96.0,A,2765
10,,,12/27/2024,DAWG HOUSE GRILL OIB,6415 BEACH DR,SW OCEAN ISLE BEACH,28469,7010011325,1 - Restaurant,92.5,A,1267
10,,,12/20/2024,RESERVE CLUB (THE),4061 WYNDMERE DR,. SOUTHPORT,28461,7010011208,1 - Restaurant,97.0,A,2078
12,,,12/30/2024,EL MAIZ MEXICAN FOOD,414 CARBON CITY ROAD,MORGANTON,28655,1012010728,1 - Restaurant,96.5,A,1436
12,,,12/23/2024,EL PATRON MEXICAN RESTAURANT,905 SOUTH MAIN STREET DR,EXEL,28619,1012010718,1 - Restaurant,95.0,A,1436
12,,,12/20/2024,AMOREM,1721 ENON RD,. VALDESE,28690,1012010712,1 - Restaurant,100.0,A,2761
12,,,12/20/2024,WENDY'S,1015 NORTH GREEN STREET,MORGANTON,28655,1012010649,1 - Restaurant,99.0,A,3312
12,,,12/19/2024,BRENDLETOWN GROCERY,4456 US HWY,64 MORGANTON,28655,1012020146,2 - Food Stands,92.0,A,2761
12,,,12/19/2024,CANAL COFFEE MFU,853 NORTH GREEN STREET,MORGANTON,28655,1012030037,3 - Mobile Food,99.0,A,1436
12,,,12/19/2024,MOUNTAIN BURRITO,408 WEST FLEMING DRIVE,MORGANTON,28655,1012010734,1 - Restaurant,94.0,A,1436
12,,,12/19/2024,TACO BELL #59,1225 BURKEMONT AVENUE,MORGANTON,28655,1012010285,1 - Restaurant,99.5,A,3312
12,,,12/18/2024,COUNTRY MARKET,4635 DYSARTSVILLE ROAD,MORGANTON,28655,1012020239,2 - Food Stands,97.5,A,1436
13,,,12/31/2024,CHOPBOX,9 S. UNION ST. N STE. #100 CONCORD,,28025,2013011615,1 - Restaurant,96.5,A,2991
13,,,12/31/2024,CIRCLE K #5103,4930 DAVIDSON HIGHWAY CONCORD,,28027,2013010843,1 - Restaurant,98.5,A,3237
13,,,12/31/2024,HOMEWOOD SUITES BY HILTON,7300 SCOTT PADGETT PKY CONCORD,,28027,2013011233,1 - Restaurant,96.5,A,3237
13,,,12/31/2024,RESIDENCE INN - CHARLOTTE/CONCORD,7601 SCOTT PADGETT PKY CONCORD,,28027,2013010863,1 - Restaurant,96.0,A,3237
13,,,12/31/2024,WENDYS,1106 S CANNON BLVD,KANNAPOLIS,28081,2013010114,1 - Restaurant,97.5,A,3376
13,,,12/30/2024,GOLDIE WRAPS,844 KATHRYN DR SUITE 30 CONCORD,,28025,2013030127,3 - Mobile Food,98.5,A,3237
13,,,12/30/2024,HARRIS TEETER #68 MEAT MKT/SEA,358 GEORGE LILES BLVD CONCORD,,28027,2013020214,2 - Food Stands,97.5,A,2641
14,,,12/18/2024,"BBQ MAN, THE",2608 HICKORY BLVD,HUDSON,28638,1014010468,1 - Restaurant,100.0,A,2867
14,,,12/18/2024,YADKIN VALLEY GROCERY,1601 HIGHWAY,268 LENOIR,28645,1014020582,2 - Food Stands,97.0,A,3337
15,,,12/20/2024,LA JAROCHA LLC,305 KIMBERLY COURT,ELIZABETH CITY,27909,6015030009,3 - Mobile Food,98.5,A,3261
15,,,12/5/2024,J & E OASIS,202 MAIN STREET,SOUTH MILLS,27976,6015010032,1 - Restaurant,82.0,B,3261
15,,,11/7/2024,HUNGRY PANDA,100 PLANK BRIDGE ROAD,SUITE E CAMDEN,27921,6015010038,1 - Restaurant,100.0,A,3261
15,,,11/7/2024,JACK & JENNY PIZZA COMPANY,100 PLANK BRIDGE ROAD,", SUITE D CAMDEN",27921,6015010044,1 - Restaurant,100.0,A,3261
15,,,10/15/2024,PROOF,35 CAMDEN CAUSEWAY,ELIZABETH CITY,27909,6015010036,1 - Restaurant,100.0,A,3261
16,,,12/31/2024,HAMPTON INN MOREHEAD CITY,4035 ARENDELL STREET,MOREHEAD CITY,28557,7016011000,1 - Restaurant,96.0,A,3050
16,,,12/31/2024,LOWES FOODS SEAFOOD #214,3000 ARENDELL STREET,MOREHEAD CITY,28557,7016020165,2 - Food Stands,99.0,A,3050
16,,,12/31/2024,SONIC DRIVE-IN #3731,5045 ARENDELL STREET,MOREHEAD CITY,28557,7016010467,1 - Restaurant,96.0,A,3050
16,,,12/18/2024,HANDY HOUSE #10,665 HIGHWAY 70 EAST,DAVIS,28524,7016020098,2 - Food Stands,98.5,A,3090
17,,,12/19/2024,DOMINO'S PIZZA,1971 NC HWY,86 N YANCEYVILLE,27379,3017020029,2 - Food Stands,100.0,A,3332
17,,,12/19/2024,LILLARD'S FAMILY RESTAURANT,6883 OLD HWY,86N PROVIDENCE,27315,3017010139,1 - Restaurant,99.0,A,3332
17,,,12/9/2024,AMERICAN DINER,15645 HWY 86 SOUTH PROSPECT,HILL,27314,3017010146,1 - Restaurant,97.0,A,3332
17,,,12/6/2024,THE STATION AT FROGSBORO,5873 RIDGEVILLE RD PROSPECT,HILL,27314,3017010154,1 - Restaurant,100.0,A,3332
18,,,12/31/2024,CHARLEYS GRILLED SUBS,1960 HWY,70SE SUITE 2-104 HICKORY,28602,2018020467,2 - Food Stands,95.5,A,2174
18,,,12/31/2024,CRAVING CAVE,3202 TEAM SELLERS RD,CONNELLY SPRINGS,28612,2018030199,3 - Mobile Food,100.0,A,2031
18,,,12/31/2024,LOWES FOODS 216 PRODUCE,2631 S NC 127 HWY,HICKORY,28602,2018020275,2 - Food Stands,99.0,A,1654
18,,,12/31/2024,SUBWAY,507 ISLAND FORD RD,MAIDEN,28650,2018010950,1 - Restaurant,97.5,A,2174
18,,,12/30/2024,CIRCLE K,2853 N CENTER ST,HICKORY,28601,2018020399,2 - Food Stands,96.0,A,2174
18,,,12/30/2024,FOOD LION PRODUCE #563,3220 SPRINGS RD,HICKORY,28601,2018020410,2 - Food Stands,99.0,A,1654
18,,,12/30/2024,MCDONALDS,1380 FAIRGR0VE CH RD,CONOVER,28613,2018011035,1 - Restaurant,98.5,A,1654
19,,,12/27/2024,BONEYARD,919 NORTH 2ND AVENUE,SILER CITY,27344,4019010063,1 - Restaurant,100.0,A,2522
19,,,12/23/2024,CHATHAM HOSPITAL CAFETERIA,475 PROGRESS BLVD,SILER CITY,27344,4019010290,1 - Restaurant,100.0,A,2522
19,,,12/20/2024,BONEYARD,919 NORTH 2ND AVENUE,SILER CITY,27344,4019010063,1 - Restaurant,98.5,A,2522
19,,,12/20/2024,CAFE ROOT CELLAR,35 SUTTLES ROAD,PITTSBORO,27312,4019010411,1 - Restaurant,99.5,A,3218
19,,,12/20/2024,CHATHAM HOSPITAL CAFETERIA,475 PROGRESS BLVD,SILER CITY,27344,4019010290,1 - Restaurant,98.5,A,2522
19,,,12/20/2024,FOOD LION PRODUCE #884,630 EAST STREET,SUITE 10 PITTSBORO,27312,4019020145,2 - Food Stands,99.0,A,3218
19,,,12/19/2024,ALLEN & SON BBQ,5650 US 15501 NORTH PITTSBORO,,27312,4019010000,1 - Restaurant,87.5,B,2042
21,,,12/31/2024,SUBWAY,300 J. VIRGINIA ROAD,EDENTON,27932,6021010092,1 - Restaurant,98.5,A,1513
21,,,12/31/2024,THE FREEZE,320 W. QUEEN ST,. EDENTON,27932,6021010148,1 - Restaurant,97.0,A,1513
21,,,12/30/2024,DAIRY QUEEN OF EDENTON,706 N BROAD ST,. EDENTON,27932,6021010134,1 - Restaurant,100.0,A,1513
21,,,12/30/2024,LOVE FOOD MART 2,821 SOUNDSIDE RD,. EDENTON,27932,6021020058,2 - Food Stands,96.0,A,1513
21,,,12/27/2024,MCDONALDS,310 VIRGINIA RD,. EDENTON,27932,6021010133,1 - Restaurant,100.0,A,1513
21,,,12/27/2024,PIZZA HUT,100 CLAIRE DRIVE,EDENTON,27932,6021010119,1 - Restaurant,97.0,A,1513
21,,,12/27/2024,SPEEDWAY,301 VIRGINIA ROAD,EDENTON,27932,6021020049,2 - Food Stands,99.5,A,1513
21,,,12/23/2024,WESTOVER GENERAL STORE,801 W QUEEN ST,EDENTON,27932,6021010018,1 - Restaurant,96.5,A,1513
21,,,12/19/2024,BROAD STREET DINER,301 S. BROAD ST,. EDENTON,27932,6021010156,1 - Restaurant,97.0,A,1513
21,,,12/19/2024,EDENTON COFFEE HOUSE,302 S. BROAD STREET,EDENTON,27932,6021010120,1 - Restaurant,98.5,A,1513
22,,,12/31/2024,THE COPPER DOOR,950 HWY,64 BUSINESS HAYESVILLE,28904,1022010083,1 - Restaurant,99.0,A,1549
22,,,12/20/2024,THE CROWN,135 EMILY LANE BRASST,OWN,28902,1022010132,1 - Restaurant,99.0,A,1549
22,,,12/18/2024,MARIOLINO'S ITALIAN CUISINE,495 HWY,64 BUSINESS HAYESVILLE,28904,1022010124,1 - Restaurant,98.0,A,1549
22,,,12/11/2024,ANGELOS DOWNTOWN PIZZA,45 MAIN STREET,HAYESVILLE,28904,1022010039,1 - Restaurant,95.0,A,1549
22,,,12/9/2024,EPIC CATERING AND EATERY,714 US 69 SUITE A HAYESVILLE,,28904,1022010131,1 - Restaurant,99.5,A,1549
22,,,12/5/2024,ANEJO GRILL,18 CREEKSIDE PL,AZA SUITE 4 HAYESVILLE,28904,1022010098,1 - Restaurant,97.5,A,1549
22,,,12/2/2024,RIB COUNTRY GRILL,580 NC 69 S HAYESVILLE,,28904,1022010043,1 - Restaurant,98.5,A,1549
23,,,12/31/2024,KFC - GROVER ST.,326 E. GROVER STREET,SHELBY,28150,2023010849,1 - Restaurant,98.5,A,3249
23,,,12/31/2024,PB'S STREET FOOD,417 GROVER STREET,SHELBY,28150,2023030064,3 - Mobile Food,97.5,A,2921
23,,,12/31/2024,SHOWMARS,1500 EAST DIXON BLVD,SHELBY,28152,2023010653,1 - Restaurant,96.5,A,3370
23,,,12/31/2024,THE HUB,108 EAST GROVER ST,SHELBY,28150,2023010287,1 - Restaurant,96.0,A,3249
23,,,12/30/2024,DON RAMON MEXICAN RESTAURANT INC,1203 E MARION STREET,SHELBY,28150,2023010772,1 - Restaurant,98.0,A,3370
23,,,12/30/2024,VILLAGE PANTRY,301 COLLEGE AVE,SHELBY,28152,2023020285,2 - Food Stands,97.0,A,3249
24,,,12/30/2024,CINDY'S KOUNTRY KITCHEN,216 N BROWN ST,. CHADBOURN,28431,7024010750,1 - Restaurant,95.5,A,2437
24,,,12/30/2024,TACO BELL  #030570,1712 S. JK POWELL BLVD,. WHITEVILLE,28472,7024010577,1 - Restaurant,95.5,A,3057
24,,,12/19/2024,BURGER KING (CHADBOURN) #191,BURGER KING (CHADBOURN) CHADBOURN,,28431,7024010671,1 - Restaurant,96.5,A,2437
24,,,12/18/2024,DELCO MART,25130 ANDREW JACKSON HWY,DELCO,28430,7024020145,2 - Food Stands,97.0,A,1572
24,,,12/18/2024,HARDEE'S 1501602,265 WASHINGTON ST,. WHITEVILLE,28472,7024010753,1 - Restaurant,91.0,A,3057
24,,,12/18/2024,ZAXBY'S,10 NORTHFIELD CENTRE WHITEVILLE,,28472,7024010713,1 - Restaurant,92.5,A,3057
24,,,12/16/2024,SUBWAY #39454,200 COLUMBUS CORNER DRIVE,WHITEVILLE,28472,7024010466,1 - Restaurant,93.0,A,3057
24,,,12/16/2024,WAL-MART DELI #1268,200 COLUMBUS CORNERS WHITEVILLE,,28472,7024020073,2 - Food Stands,99.0,A,3057
25,,,12/31/2024,BIG APPLE PIZZA BISTRO,1413 EAST MAIN STREET HAVE,LOCK,28582,6025011149,1 - Restaurant,100.0,A,2990
25,,,12/31/2024,ZIGGYS,462 WESTBROOKE SHOPPING CTR HAVE,LOCK,28532,6025010446,1 - Restaurant,94.0,A,2990
25,,,12/30/2024,WALMART DELI 3825 - HAVELOCK,566 US 70 WEST HWY HAVE,LOCK,28532,6025020152,2 - Food Stands,99.5,A,3215
25,,,12/27/2024,FOOD LION DELI #825,1214 S GLENBURNIE AVE,NEW BERN,28562,6025020103,2 - Food Stands,100.0,A,2985
25,,,12/27/2024,POPEYE'S LOUISIANA KITCHEN,2508 DR MARTIN LUTHER KING JR BLVD,NEW BERN,28562,6025010980,1 - Restaurant,98.0,A,2985
25,,,12/23/2024,KFC- HAVELOCK,107 MILLER BLVD. HAVE,LOCK,28532,6025010799,1 - Restaurant,90.0,A,2985
25,,,12/23/2024,SHIMODA SUSHI & RAMEN RESTAURANT,328 US HWY 70 W HAVE,LOCK,28532,6025011170,1 - Restaurant,90.5,A,2985
26,,,12/31/2024,BALDINO S  #5,102 SOUTHEASTERN BLVD,FAYETTEVILLE,28301,5026012044,1 - Restaurant,97.5,A,2932
26,,,12/31/2024,BOOGIE D'S DOGPOUND,594 S. REILLY RD,. FAYETTEVILLE,28304,5026041298,4 - Push Carts,99.0,A,3288
26,,,12/31/2024,EGGS UP GRILL,2951 TOWN CENTER DRIVE,HOPE MILLS,28348,5026014001,1 - Restaurant,98.5,A,3288
26,,,12/31/2024,LUCKY 7 TRUCK STOP,6568 WADE-STEDMAN ROAD,WADE,28395,5026012850,1 - Restaurant,99.0,A,2932
26,,,12/31/2024,LUCKY 7 TRUCK STOP,6568 WADE-STEDMAN ROAD,WADE,28395,5026012850,1 - Restaurant,88.5,B,2932
26,,,12/31/2024,TOP DOG,451 N BRAGG BLVD,SPRING LAKE,28390,5026013311,1 - Restaurant,97.0,A,3256
27,,,12/20/2024,COINJOCK MARINA,321 WATERLILY RD,COINJOCK,27923,6027010433,1 - Restaurant,97.0,A,3382
27,,,12/18/2024,AJ GATORS SPORTS BAR & GRILL,105 CURRITUCK COMMERCIAL DR,MOYOCK,27958-,6027010294,1 - Restaurant,100.0,A,3382
27,,,12/18/2024,HARDEES OF MOYOCK,410 CARATOKE HWY,MOYOCK,27958,6027010165,1 - Restaurant,99.0,A,3382
27,,,12/17/2024,7-ELEVEN 42116,271 CARATOKE HWY,MOYOCK,27958,6027020088,2 - Food Stands,99.0,A,3382
27,,,12/17/2024,SAKURA SUSHI BAR ANDAMP; HIBACHI GRILL,102 MOYOCK COMMONS DRIVE,"MOYOCK,NC",27958-,6027010267,1 - Restaurant,96.0,A,3382
27,,,12/13/2024,SONIC #85137,6454 CARATOKE HWY,GRANDY,27939,6027020095,2 - Food Stands,100.0,A,3382
27,,,12/13/2024,THE POINTE GRILLE,308 POINTE GOLF CLUB DRIVE,POWELLS POINT,27966,6027010408,1 - Restaurant,100.0,A,3382
27,,,12/13/2024,TUCKERS ON THE GREEN,127 CAROLINA CLUB DRIVE,GRANDY,27939-0127,6027010118,1 - Restaurant,98.5,A,3382
28,,,12/23/2024,WAVES MARKET,26006 NC 12 WAVE,S,27982,6028020229,2 - Food Stands,96.0,A,2912
28,,,12/19/2024,LOS ANTOJITOS,3022 UNIT 8 AND 9 NAGS HEAD,,27959,6028011073,1 - Restaurant,96.0,A,3304
28,,,12/19/2024,OUTER BANKS HEALTH HOSPITAL CAFE,4800 S CROATAN HIGHWAY,NAGS HEAD,27949,6028010882,1 - Restaurant,99.5,A,2463
28,,,12/17/2024,MCGRATHS BURGER SHACK,5000 S CROATAN HWY,NAGS HEAD,27959,6028011010,1 - Restaurant,92.0,A,2912
28,,,12/16/2024,COMFORT INN KDH,1601 SOUTH VIRGINIA DARE TR KILL DEVIL HILLS,,27948,6028010235,1 - Restaurant,98.0,A,3304
28,,,12/16/2024,JK,1106 S CROATAN HWY,KILL DEVIL HILLS,27948,6028010404,1 - Restaurant,99.0,A,3304
29,,,12/31/2024,CROSS TIES,11 EAST MAIN STREET,THOMASVILLE,27360,3029011216,1 - Restaurant,94.0,A,3411
29,,,12/31/2024,IHOP #3783,79 PLAZA PARKWAY,LEXINGTON,27292,3029011241,1 - Restaurant,99.5,A,3530
29,,,12/31/2024,LOWES FOODS DELI 066,17525 S NC HWY,109 DENTON,27239,3029020783,2 - Food Stands,98.0,A,3182
29,,,12/31/2024,NEW LUCKY CHENS KITCHEN,1122 RANDOLPH ST SUITE 118,THOMASVILLE,27360,3029011023,1 - Restaurant,98.5,A,3411
29,,,12/31/2024,THE BUTTERCUP CAFE,1 S. MAIN ST,. DENTON,27239,3029010676,1 - Restaurant,97.5,A,3182
29,,,12/30/2024,ATRIUM HEALTH - WFB LEXINGTON MEDICAL CENTER,250 HOSPITAL DRIVE,LEXINGTON,27292,3029011209,1 - Restaurant,92.0,A,3411
29,,,12/30/2024,COOK OUT #17,1123 RANDOLPH STREET,THOMASVILLE,27360,3029020219,2 - Food Stands,99.0,A,3530
29,,,12/30/2024,ELIZABETH'S PIZZA,817 MARTIN LUTHER KING JR. BLVD,LEXINGTON,27292,3029010573,1 - Restaurant,95.5,A,3383
30,,,12/30/2024,SHIKI OF MOCKSVILLE,1421 YADKINVILLE ROAD,MOCKSVILLE,27028,3030010374,1 - Restaurant,100.0,A,3407
30,,,12/18/2024,MOCKSVILLE # 31272,1440 YADKINVILLE ROAD,MOCKSVILLE,27028,3030010391,1 - Restaurant,100.0,A,3407
30,,,12/18/2024,WAFFLE HOUSE,1289 YADKINVILLE RD,MOCKSVILLE,27028,3030010319,1 - Restaurant,98.0,A,2399
30,,,12/16/2024,HOT DIGGITY DOGS & ICE CREAM,7786 HWY,801 S COOLEEMEE,27014,3030010315,1 - Restaurant,97.0,A,3407
31,,,12/23/2024,TAQUERIA LAS CHICANITAS 4,711 EAST MAIN STREET,BEULAVILLE,28518,7031030059,3 - Mobile Food,97.5,A,1538
31,,,12/20/2024,CAMPBELL CENTER CONCESSION,513 S E RAILROAD STREET,WALLACE,28466,7031140026,14 - Limited Food,98.0,A,3153
31,,,12/17/2024,RIVER LANDING HALF-WAY HOUSE,116 PADDLEWHEEL DRIVE,WALLACE,28466,7031020092,2 - Food Stands,96.5,A,3153
31,,,12/16/2024,BUTTERBALL - CANTEEN,1628 GARNERS CHAPEL RD,. MT. OLIVE,28365,7031010549,1 - Restaurant,98.0,A,3153
32,,,12/31/2024,BOJANGLES #13,2801 GUESS ROAD,DURHAM,27705,4032010449,1 - Restaurant,97.0,A,3367
32,,,12/31/2024,EL HUARACHE,2003 N ROXBORO RD,DURHAM,27704,4032013202,1 - Restaurant,98.0,A,3229
32,,,12/31/2024,KFC TACO BELL HILLSBOROUGH RD,3570 HILLSBOROUGH RD,DURHAM,27705,4032010745,1 - Restaurant,99.0,A,3367
32,,,12/31/2024,LOS AMIGOS UNIDOS,3810 N DUKE ST,DURHAM,27704,4032013678,1 - Restaurant,93.0,A,1838
32,,,12/31/2024,MARCO'S PIZZA,1125 NC 54 HWY,SUITE 406 DURHAM,27707,4032012397,1 - Restaurant,99.5,A,3229
32,,,12/31/2024,OLE NC BBQ,3600 N DUKE STREET,DURHAM,27704,4032013103,1 - Restaurant,92.5,A,3547
32,,,12/31/2024,SHUCKIN SHACK OYSTER BAR,2200 W MAIN ST STE A140,DURHAM,27705,4032012631,1 - Restaurant,93.5,A,3328
33,,,6/16/2024,NANA'S HOT DOGS CONCESSIONS,6373 US HWY,258 NORTH TARBORO,27886,4033030092,3 - Mobile Food,100.0,A,2075
34,,,12/31/2024,ILLIANOS,2537 LEWISVILLE-CLEMMONS RD,CLEMMONS,27012,3034011127,1 - Restaurant,97.0,A,2809
34,,,12/31/2024,INTERNATIONAL HOUSE OF PANCAKE,6305 ALLEGACY DR,CLEMMONS,27012,3034012530,1 - Restaurant,97.5,A,2809
34,,,12/31/2024,"MELLOW MUSHROOM, THE",314 W 4TH STREET WINST,ON SALEM,27101,3034014005,1 - Restaurant,91.5,A,2464
34,,,12/31/2024,POPEYE'S #13228,7791 NORTH POINT BLVD. WINST,ON SALEM,27106,3034012657,1 - Restaurant,92.5,A,2464
35,,,12/10/2024,FOOD LION DELI STORE #2686,1160 US HWY,1 N YOUNGSVILLE,27596,4035020086,2 - Food Stands,96.0,A,2293
36,,,12/30/2024,LA VACA MEXICAN GRILL,715 W WILKISON BLVD,BELMONT,28012,2036011899,1 - Restaurant,97.0,A,1461
36,,,12/30/2024,WENDY'S #3,1510 EAST FRANKLIN BLVD. GAST,ONIA,28054,2036011653,1 - Restaurant,98.0,A,1461
36,,,12/27/2024,LITTLE CAESARS #52,613 HIGHLAND STREET,MT. HOLLY,28120,2036020934,2 - Food Stands,98.5,A,3019
36,,,12/27/2024,PETE'S FISH BOX,116 W FIRST ST,CHERRYVILLE,28021,2036021891,2 - Food Stands,99.0,A,3019
37,,,12/31/2024,DAVE'S PLACE,679 US HWY,13 SOOUTH EURE,27935,6037020048,2 - Food Stands,93.5,A,2435
37,,,10/23/2024,DUCK THRU #52,1323 US HWY,32 S HOBBSVILLE,27946,6037010054,1 - Restaurant,96.5,A,2435
37,,,10/23/2024,FAMILY FOODS,1479 NC 32 N CORAPEAKE,,27926,6037010058,1 - Restaurant,96.0,A,2435
37,,,10/23/2024,SALTY HIPPIE CAFE,1217 NC 137 EURE,,27935,6037030046,3 - Mobile Food,96.0,A,2435
37,,,10/23/2024,SALTY HIPPIE CAFE COMMISSARY,1217 NC 137 EURE,,27935,6037150001,15 - Commissary (Pushcarts/Mobile Foods),96.0,A,2435
37,,,10/17/2024,IN-N-OUT CONVENIENCE STORE,455 WILLEYTON ROAD,GATES,27937,6037020008,2 - Food Stands,96.0,A,2435
37,,,10/9/2024,GATES FOOD MART,1003 US HWY,158 W GATESVILLE,27938,6037020046,2 - Food Stands,96.0,A,2435
37,,,10/9/2024,HOLIDAY FOODS,003 NC HWY,32 N SUNBURY,27979,6037020040,2 - Food Stands,96.5,A,2435
38,,,12/6/2024,GRAHAM COUNTY SENIOR CENTER,185 WEST,FORT HILL ROBBINSVILLE,28771,1038010118,1 - Restaurant,97.0,A,3157
38,,,11/22/2024,"CAFFE DE OLLA GRILLED, INC",765 TALLULAH ROAD,ROBBINSVILLE,28771,1038010142,1 - Restaurant,96.5,A,3157
38,,,11/22/2024,WENDYS OF ROBBINSVILLE  6,3347 HWY,129 BY PASS ROBBINSVILLE,28771,1038010052,1 - Restaurant,100.0,A,3157
38,,,11/5/2024,CROWN FOOD MART,272 BY PASS ROBBINSVILLE,,28771,1038010022,1 - Restaurant,100.0,A,3219
39,,,12/19/2024,ANGEL WINGS BISTRO,205 WILLIAMSBORO STREET OXFORD,,27565,4039020131,2 - Food Stands,97.5,A,1704
39,,,12/19/2024,TAQUERIA MONTE ALBAN,325 CENTRAL AVENUE,BUTNER,27509,4039030073,3 - Mobile Food,99.0,A,1704
39,,,12/18/2024,GRANVILLE MEDICAL CENTER CAFE,1010 COLLEGE ST OXFORD,,27565,4039010117,1 - Restaurant,99.5,A,1704
39,,,12/18/2024,STRONG ARM BAKING COMPANY,117 MAIN STREET OXFORD,,27565,4039020312,2 - Food Stands,97.5,A,1704
39,,,12/17/2024,HARDEES  1659,620 LEWIS ST OXFORD,,27565,4039010346,1 - Restaurant,99.0,A,3175
41,,,12/31/2024,BEJTA'S PIZZERIA,109 BONITA DRIVE,GREENSBORO,27405,3041014556,1 - Restaurant,96.0,A,2644
